1564886666787|0.15.235
1564886666787|0.10.245
1564886666788|0.25.265
1564886666788|0.15.285
1564886666789|0.30.325
1564886666789|0.20.360
1564886666789|0.30.355
1564886666790|0.40.425
1564886666790|0.25.405
1564886666790|0.10.420
1564886666791|0.35.85
1564886666791|0.10.130
1564886666791|0.20.35
1564886666792|0.40.55
1564886666792|0.15.170
1564886666792|0.35.195
1564886666793|0.25.225
1564886666793|0.30.235
1564886666794|0.5.245
1564886666794|0.15.315
1564886666794|0.30.340
1564886666795|0.35.315
1564886666795|0.30.380
1564886666795|0.40.395
1564886666796|0.10.475
1564886666796|0.30.465
1564886666796|0.5.440
1564886666796|0.10.415
1564886666797|0.25.470
1564886666797|0.30.85
1564886666797|0.25.75
1564886666798|0.30.70
1564886666798|0.15.185
1564886666799|0.20.190
1564886666799|0.35.130
1564886666799|0.20.235
1564886666800|0.10.255
1564886666800|0.5.295
1564886666800|0.15.345
1564886666801|0.5.360
1564886666801|0.15.375
1564886666801|0.20.400
1564886666802|0.15.465
1564886666802|0.15.480
1564886666802|0.25.465
1564886666803|0.30.350
1564886666803|0.5.140
1564886666803|0.10.10
1564886666803|0.30.55
1564886666804|0.10.20
1564886666804|0.30.130
1564886666804|0.15.225
1564886666805|0.5.210
1564886666805|0.40.225
1564886666805|0.20.270
1564886666806|0.5.300
1564886666806|0.15.305
1564886666806|0.15.325
1564886666807|0.35.395
1564886666807|0.20.450
1564886666808|0.30.450
1564886666808|0.5.465
1564886666808|0.30.405
1564886666809|0.5.130
1564886666809|0.5.135
1564886666809|0.15.55
1564886666810|0.5.30
1564886666810|0.20.50
1564886666810|0.35.190
1564886666811|0.20.230
1564886666811|0.25.300
1564886666811|0.10.265
1564886666812|0.35.285
1564886666812|0.5.100
1564886666812|0.35.335
1564886666813|0.35.355
1564886666813|0.5.455
1564886666813|0.0.500
1564886666813|0.10.480
1564886666814|0.30.485
1564886666814|0.20.460
1564886666815|0.40.480
1564886666815|0.25.490
1564886666815|0.15.115
1564886666816|0.15.105
1564886666816|0.20.130
1564886666816|0.20.100
1564886666817|0.30.135
1564886666817|0.25.170
1564886666818|0.5.230
1564886666818|0.15.195
1564886666818|0.25.180
1564886666819|0.25.280
1564886666819|0.35.290
1564886666820|0.25.325
1564886666820|0.25.375
1564886666820|0.35.400
1564886666821|0.15.445
1564886666821|0.15.490
1564886666821|0.25.460
1564886666822|5.0.500
1564886666822|0.20.425
1564886666823|0.20.405
1564886666823|0.10.125
1564886666823|0.15.145
1564886666824|0.40.10
1564886666824|0.10.155
1564886666824|0.15.175
1564886666825|0.30.175
1564886666825|0.30.260
1564886666825|0.5.270
1564886666826|0.35.245
1564886666826|0.35.250
1564886666827|0.40.330
1564886666827|0.25.335
1564886666827|0.20.440
1564886666828|0.35.460
1564886666828|0.40.450
1564886666829|0.25.435
1564886666829|0.20.90
1564886666829|0.25.135
1564886666830|0.40.35
1564886666830|0.25.200
1564886666831|0.25.175
1564886666831|0.40.230
1564886666831|0.10.285
1564886666832|0.25.255
1564886666832|0.15.300
1564886666833|0.40.300
1564886666833|0.25.365
1564886666834|0.15.370
1564886666834|0.35.435
1564886666834|0.35.440
1564886666835|0.30.430
1564886666835|0.25.80
1564886666836|0.25.105
1564886666836|0.5.110
1564886666837|0.30.25
1564886666837|0.30.40
1564886666837|0.25.165
1564886666838|0.30.205
1564886666838|0.35.225
1564886666839|0.40.260
1564886666839|0.10.260
1564886666840|0.40.270
1564886666840|0.15.340
1564886666840|0.30.290
1564886666841|0.15.350
1564886666841|0.40.350
1564886666842|0.35.430
1564886666842|0.20.445
1564886666843|0.5.75
1564886666843|0.5.145
1564886666844|0.35.120
1564886666844|0.30.5
1564886666844|0.35.50
1564886666845|0.15.160
1564886666845|0.10.200
1564886666846|0.30.230
1564886666846|0.30.215
1564886666847|0.20.265
1564886666847|0.40.245
1564886666848|0.15.335
1564886666849|0.30.330
1564886666849|0.30.360
1564886666850|0.5.450
1564886666850|0.5.415
1564886666851|0.20.470
1564886666851|40.0.500
1564886666851|0.15.415
1564886666853|0.25.425
1564886666853|0.30.110
1564886666854|0.40.115
1564886666855|0.40.50
1564886666855|0.35.165
1564886666856|0.20.225
1564886666856|0.30.185
1564886666857|0.35.235
1564886666858|0.25.245
1564886666858|0.35.305
1564886666859|0.25.355
1564886666859|0.40.380
1564886666860|0.15.455
1564886666860|0.25.485
1564886666861|0.40.475
1564886666861|15.0.500
1564886666862|0.20.410
1564886666863|0.5.480
1564886666863|0.5.150
1564886666864|0.15.150
1564886666864|0.25.10
1564886666864|0.10.190
1564886666865|0.30.155
1564886666866|0.40.190
1564886666866|0.20.275
1564886666867|0.5.250
1564886666867|0.40.275
1564886666868|0.40.295
1564886666868|0.5.350
1564886666869|0.30.365
1564886666869|0.15.450
1564886666870|0.10.295
1564886666870|0.25.475
1564886666871|0.30.100
1564886666872|0.30.115
1564886666872|0.10.95
1564886666873|0.35.10
1564886666873|0.10.195
1564886666874|0.25.195
1564886666875|0.10.230
1564886666875|0.30.180
1564886666876|0.5.275
1564886666878|0.20.295
1564886666878|0.10.330
1564886666880|0.15.310
1564886666881|0.25.360
1564886666881|0.40.375
1564886666882|0.40.430
1564886666883|0.40.405
1564886666884|0.30.120
1564886666885|0.40.125
1564886666886|0.40.90
1564886666887|0.35.55
1564886666888|0.20.170
1564886666888|0.25.230
1564886666889|0.20.180
1564886666890|0.10.270
1564886666890|0.35.270
1564886666891|0.35.275
1564886666892|0.20.335
1564886666892|0.15.330
1564886666893|0.20.340
1564886666894|0.15.405
1564886666894|0.25.420
1564886666895|0.35.420
1564886666896|0.40.435
1564886666896|0.35.125
1564886666897|0.35.95
1564886666898|0.20.145
1564886666899|0.25.45
1564886666900|0.10.160
1564886666901|0.40.200
1564886666901|0.10.180
1564886666902|0.15.280
1564886666903|0.20.240
1564886666903|0.10.300
1564886666904|0.30.320
1564886666905|0.25.395
1564886666905|0.20.85
1564886666906|0.25.450
1564886666907|10.0.500
1564886666908|35.0.500
1564886666908|0.35.480
1564886666909|0.10.55
1564886666910|0.30.90
1564886666910|0.10.115
1564886666911|0.40.150
1564886666912|0.15.20
1564886666912|0.40.195
1564886666913|0.30.220
1564886666913|0.25.250
1564886666914|0.5.265
1564886666915|0.25.315
1564886666915|0.40.305
1564886666916|0.35.320
1564886666917|0.10.355
1564886666918|0.30.440
1564886666918|0.5.470
1564886666919|0.10.470
1564886666920|0.10.140
1564886666920|0.35.105
1564886666921|0.15.140
1564886666922|0.10.150
1564886666922|0.30.30
1564886666923|0.35.25
1564886666924|0.20.155
1564886666924|0.10.225
1564886666925|0.20.255
1564886666926|0.35.260
1564886666926|0.15.275
1564886666927|0.20.305
1564886666928|0.40.310
1564886666928|0.20.345
1564886666929|0.35.350
1564886666930|0.25.385
1564886666930|0.35.445
1564886666931|0.5.435
1564886666932|0.30.105
1564886666932|0.10.145
1564886666933|0.10.5
1564886666933|0.40.5
1564886666934|0.5.165
1564886666934|0.30.165
1564886666935|0.40.155
1564886666936|0.20.250
1564886666936|0.30.240
1564886666937|0.30.265
1564886666938|0.40.285
1564886666939|0.5.335
1564886666939|0.30.335
1564886666940|0.10.405
1564886666941|0.25.410
1564886666941|0.35.455
1564886666942|0.35.75
1564886666942|0.35.110
1564886666943|0.10.30
1564886666944|0.20.10
1564886666944|0.40.65
1564886666945|0.10.185
1564886666945|0.40.215
1564886666946|0.35.240
1564886666947|0.10.280
1564886666947|0.20.280
1564886666948|0.5.345
1564886666949|0.40.335
1564886666949|0.10.390
1564886666950|0.30.370
1564886666951|0.15.440
1564886666951|0.5.490
1564886666952|0.5.430
1564886666953|0.20.120
1564886666953|0.20.135
1564886666954|0.40.120
1564886666955|0.5.205
1564886666955|0.35.215
1564886666956|0.5.200
1564886666957|0.30.275
1564886666957|0.25.270
1564886666958|0.15.320
1564886666959|0.30.310
1564886666959|0.15.395
1564886666960|0.40.370
1564886666960|0.15.430
1564886666961|0.15.470
1564886666962|0.40.95
1564886666962|0.25.130
1564886666963|0.20.140
1564886666964|0.15.135
1564886666965|0.20.30
1564886666965|0.20.5
1564886666965|0.25.215
1564886666966|0.30.250
1564886666967|0.30.280
1564886666968|0.5.320
1564886666968|0.20.285
1564886666969|0.10.360
1564886666969|0.35.365
1564886666970|0.40.440
1564886666971|0.30.470
1564886666971|0.40.105
1564886666972|0.15.130
1564886666973|0.10.40
1564886666973|0.5.40
1564886666974|0.20.55
1564886666974|0.15.165
1564886666975|0.20.205
1564886666976|0.20.200
1564886666976|0.15.255
1564886666977|0.35.255
1564886666978|0.5.280
1564886666978|0.25.295
1564886666979|0.40.315
1564886666980|0.15.365
1564886666980|0.10.455
1564886666981|0.40.385
1564886666982|0.25.445
1564886666982|0.40.80
1564886666983|0.5.85
1564886666984|0.35.135
1564886666984|0.35.115
1564886666985|0.30.20
1564886666985|0.5.170
1564886666986|0.25.160
1564886666987|0.5.180
1564886666987|0.35.265
1564886666988|0.15.265
1564886666989|0.30.270
1564886666989|0.15.295
1564886666990|0.10.365
1564886666991|0.5.425
1564886666992|0.15.425
1564886666992|0.5.460
1564886666993|0.35.465
1564886666993|0.40.145
1564886666994|0.40.85
1564886666995|0.30.150
1564886666996|0.40.75
1564886666997|0.25.5
1564886666997|0.10.170
1564886666998|0.25.210
1564886666998|0.35.175
1564886666999|0.10.275
1564886667000|0.30.285
1564886667000|0.5.325
1564886667001|0.5.310
1564886667001|0.40.340
1564886667002|0.5.365
1564886667003|0.40.415
1564886667003|0.10.425
1564886667004|0.20.455
1564886667005|0.35.140
1564886667005|0.35.100
1564886667006|0.40.140
1564886667007|0.20.40
1564886667007|0.30.45
1564886667008|0.20.160
1564886667008|0.20.195
1564886667009|0.10.220
1564886667010|0.25.260
1564886667010|0.25.285
1564886667011|0.15.270
1564886667012|0.5.305
1564886667012|0.40.320
1564886667013|0.20.385
1564886667014|0.5.445
1564886667014|0.30.410
1564886667015|0.30.490
1564886667015|0.20.75
1564886667016|0.25.95
1564886667017|0.10.35
1564886667018|0.15.30
1564886667018|0.5.25
1564886667019|0.35.185
1564886667019|0.35.145
1564886667020|0.30.225
1564886667020|0.40.280
1564886667021|0.20.290
1564886667022|0.10.240
1564886667023|0.20.315
1564886667023|0.5.385
1564886667024|0.35.390
1564886667025|0.15.435
1564886667026|0.35.370
1564886667026|0.20.150
1564886667027|0.10.45
1564886667028|0.20.95
1564886667029|0.20.70
1564886667029|0.25.25
1564886667030|0.30.95
1564886667030|0.15.210
1564886667031|0.30.170
1564886667032|0.35.210
1564886667032|0.40.255
1564886667033|0.30.305
1564886667034|0.20.395
1564886667034|0.10.410
1564886667035|0.15.5
1564886667035|0.10.70
1564886667036|0.20.15
1564886667036|0.10.50
1564886667037|0.35.80
1564886667037|0.25.30
1564886667038|0.40.205
1564886667039|0.35.200
1564886667039|0.25.345
1564886667040|0.10.340
1564886667041|0.10.335
1564886667041|0.5.315
1564886667042|0.25.310
1564886667043|0.20.355
1564886667043|0.40.365
1564886667044|0.40.240
1564886667045|0.40.135
1564886667045|0.25.90
1564886667046|0.20.45
1564886667047|0.25.50
1564886667047|0.25.35
1564886667048|0.40.45
1564886667048|0.40.170
1564886667049|0.15.240
1564886667050|0.20.220
1564886667050|0.30.315
1564886667051|0.20.320
1564886667052|0.35.340
1564886667052|0.30.300
1564886667053|0.35.360
1564886667054|0.15.390
1564886667054|0.40.455
1564886667055|0.25.140
1564886667055|0.30.10
1564886667056|0.30.35
1564886667056|0.35.45
1564886667057|0.20.20
1564886667057|0.20.210
1564886667058|0.25.190
1564886667059|0.5.220
1564886667060|0.25.305
1564886667060|0.25.320
1564886667061|0.20.310
1564886667061|0.35.300
1564886667062|0.40.325
1564886667063|0.30.375
1564886667064|0.20.435
1564886667064|0.30.475
1564886667065|0.35.30
1564886667065|0.35.5
1564886667066|0.35.35
1564886667066|0.25.55
1564886667067|0.40.20
1564886667067|0.30.195
1564886667068|0.15.205
1564886667069|0.20.215
1564886667069|0.35.325
1564886667070|0.10.320
1564886667071|0.15.380
1564886667071|0.35.310
1564886667072|0.20.375
1564886667073|0.5.420
1564886667073|0.10.490
1564886667074|0.35.470
1564886667074|0.15.45
1564886667075|0.35.15
1564886667075|0.40.25
1564886667076|0.40.165
1564886667077|0.40.185
1564886667077|0.30.145
1564886667078|0.15.190
1564886667079|0.15.230
1564886667079|0.10.350
1564886667080|0.10.375
1564886667081|0.5.370
1564886667081|0.10.385
1564886667082|0.25.370
1564886667083|0.5.395
1564886667083|0.10.435
1564886667084|0.30.420
1564886667084|0.20.25
1564886667085|0.35.160
1564886667086|0.5.225
1564886667086|0.30.295
1564886667087|0.5.355
1564886667087|0.5.375
1564886667088|0.35.375
1564886667089|0.20.370
1564886667089|0.20.380
1564886667090|0.15.400
1564886667091|0.25.330
1564886667091|0.10.430
1564886667092|0.40.355
1564886667093|0.10.440
1564886667093|0.40.420
1564886667094|0.40.250
1564886667095|0.10.400
1564886667095|0.20.420
1564886667096|0.35.385
1564886667097|0.15.410
1564886667097|0.5.410
1564886667098|0.30.395
1564886667099|0.5.405
1564886667099|0.10.450
1564886667100|0.10.445
1564886667101|0.15.475
1564886667102|0.5.485
1564886667102|0.25.220
1564886667103|0.30.190
1564886667103|0.35.170
1564886667104|0.30.400
1564886667105|0.25.480
1564886667105|0.20.415
1564886667106|0.30.415
1564886667106|0.35.405
1564886667107|0.35.410
1564886667108|0.30.425
1564886667109|0.20.485
1564886667109|0.25.440
1564886667110|0.10.465
1564886667110|0.25.415
1564886667111|0.30.460
1564886667112|20.0.500
1564886667112|25.0.500
1564886667114|0.35.490
1564886667115|0.20.490
1564886667116|0.10.215
1564886667116|0.25.155
1564886667117|0.5.400
1564886667118|0.10.205
1564886667118|0.40.460
1564886667119|0.40.485
1564886667119|30.0.500
1564886667120|0.20.480
1564886667122|45.0.500
1564886667123|0.10.395
1564886667124|0.20.300
1564886667124|0.15.420
1564886667125|0.0.500
1564886667126|5.0.500
1564886667126|40.0.500
1564886667129|15.0.500
1564886667129|10.0.500
1564886667130|35.0.500
1564886667130|20.0.500
1564886667131|25.0.500
1564886667131|30.0.500
1564886667132|45.0.500
1564886667134|0.0.500
1564886667135|5.0.500
1564886667136|40.0.500
1564886667136|15.0.500
1564886667137|10.0.500
1564886667138|35.0.500
1564886667138|20.0.500
1564886667139|25.0.500
1564886667140|30.0.500
1564886667141|45.0.500
1564886667142|0.0.500
1564886667142|5.0.500
1564886667143|40.0.500
1564886667144|15.0.500
1564886667145|10.0.500
1564886667145|35.0.500
1564886667146|20.0.500
1564886667146|25.0.500
1564886667148|30.0.500
1564886667149|45.0.500
1564886667150|0.0.500
1564886667150|5.0.500
1564886667152|40.0.500
1564886667152|15.0.500
1564886667153|10.0.500
1564886667153|35.0.500
1564886667154|20.0.500
1564886667155|25.0.500
1564886667156|30.0.500
1564886667156|45.0.500
1564886667157|0.0.500
1564886667157|5.0.500
1564886667158|40.0.500
1564886667159|15.0.500
1564886667160|10.0.500
1564886667160|10.0.500
1564886667161|20.0.500
1564886667162|25.0.500
1564886667163|30.0.500
1564886667164|45.0.500
1564886667164|0.0.500
1564886667165|5.0.500
1564886667166|40.0.500
1564886667167|15.0.500
1564886667168|35.0.500
1564886667168|10.0.500
1564886667169|20.0.500
1564886667169|25.0.500
1564886667170|30.0.500
1564886667171|45.0.500
1564886667172|0.0.500
1564886667172|5.0.500
1564886667173|40.0.500
1564886667174|15.0.500
1564886667175|35.0.500
1564886667175|10.0.500
1564886667176|20.0.500
1564886667177|25.0.500
1564886667178|30.0.500
1564886667179|45.0.500
1564886667179|0.0.500
1564886667180|5.0.500
1564886667181|40.0.500
1564886667182|15.0.500
1564886667182|35.0.500
1564886667183|10.0.500
1564886667184|20.0.500
1564886667184|25.0.500
1564886667185|30.0.500
1564886667186|45.0.500
1564886667187|0.0.500
1564886667188|5.0.500
1564886667189|40.0.500
1564886667190|15.0.500
1564886667190|35.0.500
1564886667191|10.0.500
1564886667192|20.0.500
1564886667192|25.0.500
1564886667193|30.0.500
1564886667194|45.0.500
1564886667195|0.0.500
1564886667196|5.0.500
1564886667196|40.0.500
1564886667197|15.0.500
1564886667198|35.0.500
1564886667198|10.0.500
1564886667199|20.0.500
1564886667199|25.0.500
1564886667200|30.0.500
1564886667201|45.0.500
1564886667202|0.0.500
1564886667203|5.0.500
1564886667204|40.0.500
1564886667205|15.0.500
1564886667205|35.0.500
1564886667206|10.0.500
1564886667207|20.0.500
1564886667207|25.0.500
1564886667208|30.0.500
1564886667209|45.0.500
1564886667210|0.0.500
1564886667211|5.0.500
1564886667212|40.0.500
1564886667212|15.0.500
1564886667213|35.0.500
1564886667213|10.0.500
1564886667214|20.0.500
1564886667215|25.0.500
1564886667216|30.0.500
1564886667216|45.0.500
1564886667217|0.0.500
1564886667218|5.0.500
1564886667220|40.0.500
1564886667220|15.0.500
1564886667221|35.0.500
1564886667221|10.0.500
1564886667222|20.0.500
1564886667222|25.0.500
1564886667224|30.0.500
1564886667224|45.0.500
1564886667225|0.0.500
1564886667226|5.0.500
1564886667227|40.0.500
1564886667228|15.0.500
1564886667229|35.0.500
1564886667230|10.0.500
1564886667230|20.0.500
1564886667230|25.0.500
1564886667232|30.0.500
1564886667233|45.0.500
1564886667233|0.0.500
1564886667235|5.0.500
1564886667236|40.0.500
1564886667237|15.0.500
1564886667237|35.0.500
1564886667238|10.0.500
1564886667239|20.0.500
1564886667240|25.0.500
1564886667240|30.0.500
1564886667241|45.0.500
1564886667242|0.0.500
1564886667243|5.0.500
1564886667244|40.0.500
1564886667244|15.0.500
1564886667245|35.0.500
1564886667246|10.0.500
1564886667246|20.0.500
1564886667247|25.0.500
1564886667247|30.0.500
1564886667248|45.0.500
1564886667249|0.0.500
1564886667250|5.0.500
1564886667251|40.0.500
1564886667252|15.0.500
1564886667252|35.0.500
1564886667253|10.0.500
1564886667254|20.0.500
1564886667254|25.0.500
1564886667256|30.0.500
1564886667256|45.0.500
1564886667257|0.0.500
1564886667257|5.0.500
1564886667258|40.0.500
1564886667259|15.0.500
1564886667260|35.0.500
1564886667260|10.0.500
1564886667261|20.0.500
1564886667261|25.0.500
1564886667262|30.0.500
1564886667263|45.0.500
1564886667264|0.0.500
1564886667265|5.0.500
1564886667266|40.0.500
1564886667268|15.0.500
1564886667268|35.0.500
1564886667268|10.0.500
1564886667269|20.0.500
1564886667269|25.0.500
1564886667270|30.0.500
1564886667271|45.0.500
1564886667272|0.0.500
1564886667273|5.0.500
1564886667273|40.0.500
1564886667274|15.0.500
1564886667275|35.0.500
1564886667276|10.0.500
1564886667276|20.0.500
1564886667277|25.0.500
1564886667277|30.0.500
1564886667278|45.0.500
1564886667279|0.0.500
1564886667280|5.0.500
1564886667281|40.0.500
1564886667282|15.0.500
1564886667282|35.0.500
1564886667283|10.0.500
1564886667284|20.0.500
1564886667284|25.0.500
1564886667285|30.0.500
1564886667286|45.0.500
1564886667287|0.0.500
1564886667288|5.0.500
1564886667288|40.0.500
1564886667289|15.0.500
1564886667290|35.0.500
1564886667291|10.0.500
1564886667291|20.0.500
1564886667292|25.0.500
1564886667293|30.0.500
1564886667293|45.0.500
1564886667294|0.0.500
1564886667295|5.0.500
1564886667296|40.0.500
1564886667297|15.0.500
1564886667297|35.0.500
1564886667298|10.0.500
1564886667299|20.0.500
1564886667300|25.0.500
1564886667300|30.0.500
1564886667301|45.0.500
1564886667302|0.0.500
1564886667303|5.0.500
1564886667304|40.0.500
1564886667304|15.0.500
1564886667305|35.0.500
1564886667306|10.0.500
1564886667307|20.0.500
1564886667307|25.0.500
1564886667308|30.0.500
1564886667309|45.0.500
1564886667311|0.0.500
1564886667311|5.0.500
1564886667312|40.0.500
1564886667313|15.0.500
1564886667313|35.0.500
1564886667314|10.0.500
1564886667315|20.0.500
1564886667316|25.0.500
1564886667317|30.0.500
1564886667318|45.0.500
1564886667319|0.0.500
1564886667319|5.0.500
1564886667320|40.0.500
1564886667321|15.0.500
1564886667322|35.0.500
1564886667323|10.0.500
1564886667323|20.0.500
1564886667324|25.0.500
1564886667325|30.0.500
1564886667325|45.0.500
1564886667326|0.0.500
1564886667327|5.0.500
1564886667328|40.0.500
1564886667328|15.0.500
1564886667329|35.0.500
1564886667330|10.0.500
1564886667331|20.0.500
1564886667332|25.0.500
1564886667332|30.0.500
1564886667333|45.0.500
1564886667334|0.0.500
1564886667335|5.0.500
1564886667337|40.0.500
1564886667337|15.0.500
1564886667337|35.0.500
1564886667338|10.0.500
1564886667339|20.0.500
1564886667340|25.0.500
1564886667340|30.0.500
1564886667341|45.0.500
1564886667342|0.0.500
1564886667343|5.0.500
1564886667344|40.0.500
1564886667344|15.0.500
1564886667345|35.0.500
1564886667345|10.0.500
1564886667346|20.0.500
1564886667347|25.0.500
1564886667348|30.0.500
1564886667349|45.0.500
1564886667350|0.0.500
1564886667351|5.0.500
1564886667352|40.0.500
1564886667352|15.0.500
1564886667353|35.0.500
1564886667354|10.0.500
1564886667355|20.0.500
1564886667355|25.0.500
1564886667356|30.0.500
1564886667357|45.0.500
1564886667358|0.0.500
1564886667359|5.0.500
1564886667360|40.0.500
1564886667360|15.0.500
1564886667361|35.0.500
1564886667362|10.0.500
1564886667362|20.0.500
1564886667363|25.0.500
1564886667364|30.0.500
1564886667365|45.0.500
1564886667366|0.0.500
1564886667368|5.0.500
1564886667368|40.0.500
1564886667369|15.0.500
1564886667369|35.0.500
1564886667370|10.0.500
1564886667371|20.0.500
1564886667371|25.0.500
1564886667372|30.0.500
1564886667373|45.0.500
1564886667374|0.0.500
1564886667375|5.0.500
1564886667375|40.0.500
1564886667376|15.0.500
1564886667377|35.0.500
1564886667378|10.0.500
1564886667379|20.0.500
1564886667379|25.0.500
1564886667381|30.0.500
1564886667381|45.0.500
1564886667382|0.0.500
1564886667383|5.0.500
1564886667384|40.0.500
1564886667384|15.0.500
1564886667385|35.0.500
1564886667386|10.0.500
1564886667387|20.0.500
1564886667388|25.0.500
1564886667388|30.0.500
1564886667389|45.0.500
1564886667390|0.0.500
1564886667390|5.0.500
1564886667391|40.0.500
1564886667392|15.0.500
1564886667393|35.0.500
1564886667393|10.0.500
1564886667394|20.0.500
1564886667395|25.0.500
1564886667396|30.0.500
1564886667396|45.0.500
1564886667397|0.0.500
1564886667398|5.0.500
1564886667399|40.0.500
1564886667400|15.0.500
1564886667400|35.0.500
1564886667401|10.0.500
1564886667402|20.0.500
1564886667402|25.0.500
1564886667403|30.0.500
1564886667404|45.0.500
1564886667405|0.0.500
1564886667405|5.0.500
